title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
= (Equal Sign),114000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
Airplane,197914.0,j‐hope,Hope World,,,KR,2018-03-02,,j‐hope
Base Line,89770.0,j‐hope,Hope World,,,KR,2018-03-02,,j‐hope
Blue Side (Outro),90540.0,j‐hope,Hope World,,,KR,2018-03-02,,j‐hope
Chicken Noodle Soup,235497.0,"j‐hope, Becky G",Chicken Noodle Soup,,,XW,2019-09-27,,j‐hope
Equal Sign (Lollapalooza ver.),128000.0,j‐hope,Jack in the Box (HOPE edition),,,,2023-08-18,,j‐hope
Future,139000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
Hope World,204931.0,j‐hope,Hope World,,,KR,2018-03-02,,j‐hope
i don't know,183149.0,"j‐hope, HUH YUNJIN","HOPE ON THE STREET, VOL.1",,,,2024-03-29,,j‐hope
i wonder…,163598.0,"j‐hope, Jung Kook","HOPE ON THE STREET, VOL.1",,,,2024-03-29,,j‐hope
Intro,58000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
lock / unlock,181970.0,"j‐hope, benny blanco, Nile Rodgers","HOPE ON THE STREET, VOL.1",,,XW,2024-03-29,,j‐hope
MORE,180022.0,j‐hope,MORE,,,XW,2022-07-01,,j‐hope
Music Box : Reflection,70000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
NEURON,273290.0,"j‐hope, 개코, 윤미래","HOPE ON THE STREET, VOL.1",,,XW,2024-03-29,,j‐hope
on the street,214000.0,"j‐hope, J. Cole",on the street,,,XW,2023-03-03,,j‐hope
"P.O.P (Piece of Peace), Pt. 1",181113.0,j‐hope,Hope World,,,KR,2018-03-02,,j‐hope
Pandora's Box,156000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
Safety Zone,165000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
STOP (Lollapalooza ver.),135142.0,j‐hope,Jack in the Box,,,KR,2023-08-18,,j‐hope
STOP (세상에 나쁜 사람은 없다),122000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
What If…,136000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
방화 (Arson),159000.0,j‐hope,Jack in the Box,,,KR,2022-07-15,,j‐hope
방화 (instrumental),160000.0,j‐hope,Jack in the Box (HOPE edition),,,,2023-08-18,,j‐hope
백일몽 (Daydream),228759.0,j‐hope,Hope World,,,KR,2018-03-02,,j‐hope
항상 (HANGSANG),229676.0,"j‐hope, Supreme Boi",Hope World,,,KR,2018-03-02,,j‐hope
